freq,statinfo,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,FI	: 	13094 	13350 	13708 	14094 	14509 	15683 	16539 	16741 	17695 	18520 	18962 	18879 	19120 	19384 	19612 	19343 	19859 	20058 	19867 	21710 	23546 	25044 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,FR	: 	14976 	15377 	14617 	16425 	19015 	19637 	20340 	20267 b	20738 	21415 	21105 	21266 	20954 	21235 	21478 	20865 	20327 b	20345 	20091 b	21207 	22431 	23522 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	4583 	4254 	4166 	4175 	4262 	4316 	4474 	4772 	4919 	5235 	5626 	5804 	6194 	6763 b	8185 b	9809 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,HU	: 	: 	3319 	3535 	3626 	4213 	4495 	4060 	4086 	4143 	4148 	4216 	4161 	4290 	4424 	4668 	5148 b	5324 	5331 	6226 	6175 	7066 	6913 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,IE	12250 	13187 	13830 	15745 	17322 	18353 	18178 	18200 	17666 	17393 	18264 	17791 	19260 	18996 	19003 	19677 	21629 b	22685 b	22814 	23848 	26863 	26750 	28153 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,IS	: 	19032 	20517 	24747 	27107 	28685 	23390 	18871 	17245 	18446 	19240 	20006 	22855 	26753 	35198 	39220 	37740 	36228 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,IT	: 	13150 	13173 	13538 	13998 	14489 	14763 	15272 	15190 	15538 	15484 	15712 	15667 	16261 	16580 	16841 	16799 	17433 	17333 	17437 	18896 	19298 	20304 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,LT	: 	: 	1687 	1951 	2440 	3116 	3862 	3821 	3525 	3613 	3987 	3887 	4036 	4447 	4490 	4913 	5537 	6152 	6951 	6581 	7314 	8106 p	8713 p
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,LU	28281 	28136 	30131 	30005 	30980 	31775 	32848 	33653 	34390 	34900 	35863 	35890 	36153 	37557 b	38836 	39607 	42171 	45355 b	49664 b	46176 b	49363 	49995 	51114 b
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,LV	: 	: 	1678 	1902 	2588 	3268 	3925 	3861 	3763 	3806 	3918 	3972 	4288 	4448 	4382 	4886 	4947 	5686 	6262 	6422 	7484 	8447 	8690 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3169 	3124 	3092 	3220 	3364 	3566 	3711 	3800 	3606 	3862 	4938 	: 	: 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	1892 	1987 	2007 	2146 	2258 	2441 	2679 	2745 	3071 	3159 b	3174 	3557 	4177 	: 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,MT	: 	: 	7530 	8308 	8195 	8375 	9298 	9544 	9768 	10520 	10934 	11042 	11275 	10872 	11492 	11510 	12079 	13404 	13961 	14958 	14730 	15954 	17911 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,NL	: 	: 	15589 	15842 	15992 	16852 	18490 	18442 	17863 	18788 	18948 	18703 	19054 	19184 b	19517 	19718 	20225 	20967 	21578 	22293 	23179 	25163 	27200 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,NO	19492 	18931 	18230 	19866 	21655 	24244 	24848 	23638 	27436 	30731 	33258 	33273 	32290 	30559 	30245 	31054 	30520 	32195 	30460 b	36015 	37159 b	34955 	35473 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,PL	: 	: 	2605 	3114 	3387 	3810 	4346 	3821 	4351 	4424 	4614 	4732 	4921 	5023 	4944 	5349 	5761 	6339 	6831 	7669 	8583 	10179 	11938 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,PT	: 	7940 	8342 	8684 	8987 	8930 	9508 	9171 	9269 	10242 	9417 	8201 	8253 	8742 	8906 	9051 	9838 	10452 	10644 	10900 	11638 	11601 	13870 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,RO	: 	: 	: 	: 	1301 	1665 	1923 	1854 	1950 	1905 	1934 	2027 	2081 	2165 	2282 	2663 	2973 	3309 	3658 	4673 	5414 	6316 	6354 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2411 	2253 	2164 	2264 	2278 	2426 	2740 	2997 	3273 	3533 	3991 	4898 	5998 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,SE	: 	13092 	13851 	15031 	15582 	15235 b	15247 	14216 	16186 	17819 	19240 	20588 	19622 	19168 	19606 	19918 	18702 	19093 	20381 	20804 	22037 	22883 	23135 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,SI	: 	: 	6857 	7258 	7423 	8020 	8848 	8461 	8517 	8891 	8370 	8957 	9117 	9031 	9546 	9887 	10605 	11064 	11674 	12309 	12939 	13978 	14221 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,SK	: 	: 	2343 	2780 	3253 	3817 	4757 	5210 	5801 	5973 	6218 	6348 	6228 	6473 	6425 	6843 	7052 	7528 	7697 	8450 	8998 	10026 	12387 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,TR	: 	: 	: 	4960 	5545 	4988 	5547 	4793 	5786 	5041 	5627 	4199 	4020 	4412 	4457 	4126 	3738 	3826 	3493 	3425 	3278 	4065 	5969 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,UK	: 	: 	14616 	15344 	16219 	14870 	13338 	13907 	14304 	16622 b	15718 	18438 	18840 	18782 	18352 b	18364 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,F,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2606 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1647 	1876 	2104 	2386 	2371 	2851 	3575 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,AT	15340 	16493 	17085 	16491 	16865 	18355 b	18848 	20148 	19700 	20650 	20671 	21228 	21450 	20438 	21976 	22518 	22346 	23661 	23909 	23578 	25997 	27628 	30822 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,BE	15337 	14712 	16164 	16424 	16658 	17300 	18340 	18282 	17906 	18107 	19203 	18778 	18904 	19557 	19771 	20477 	21650 b	22540 	22083 	22902 	24663 	27513 	28241 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,BG	: 	: 	: 	1174 	1193 	2077 	2445 	2484 	2172 	2178 	2111 	2411 	2446 	2241 b	2495 	2520 	2934 	3225 	4067 	3645 	4261 	5113 	6153 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,CH	: 	: 	: 	: 	27338 	26505 	27180 	28577 	30258 	34357 	36273 	33753 b	35268 	37481 	39266 	38820 	34194 	36357 	38321 	36861 	44381 	45790 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,CY	: 	: 	12516 	14144 	15192 	15518 b	17030 	16160 	16780 	16092 	14916 	13379 	12133 	12526 	12573 	13155 	14598 	15304 	16146 	16106 	16985 	17890 	18522 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,CZ	: 	: 	3818 	4292 	4914 	5611 	6585 	6118 	6371 	7191 	6774 	6782 	6292 	6971 	7260 	8130 	9476 	10180 	10032 	11451 	12442 	14080 	13727 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,DE	: 	: 	17334 	16296 	17290 	17530 	17162 	17366 	17749 	17493 	17929 	16492 	17410 	18302 	18342 	19898 	20241 	23583 b	22789 	22701 	23771 	24989 	25402 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,DK	21910 	21632 	23073 	23078 	24157 	25026 	24658 	25635 	27434 b	26887 	26949 	28375 	28097 	30012 	29070 	30340 	31792 	31199 	31935 	36719 	36224 	35055 	36972 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EA	: 	: 	: 	: 	: 	15845 e	16029 e	16124 e	15655 e	15625 e	15493 e	14934 e	15007 e	15374 e	15982 e	16433 e	16834 	17652 b	17572 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EA18	: 	: 	13915 	13951 	14560 	15721 	15951 	16039 	15593 	15569 	15441 	14934 	15049 	15413 	16018 	16470 	16868 	17682 b	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EA19	: 	: 	13856 	13894 	14511 	15673 	15883 	15968 	15527 	15505 	15386 	14893 	15007 	15374 	15982 	16433 	16834 	17652 b	17572 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14857 	14927 	15298 	15905 	16359 	16757 	17593 	17545 	18512 	19663 	20691 	21586 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21382 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EE	: 	2473 	2806 	3583 	4404 	5911 	6068 	5707 	5058 	5503 	6652 	7145 b	7311 	8282 	8806 	9642 	10304 	11226 	11615 	13309 	14160 	15154 	15842 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EL	7692 	8429 	9181 	9600 	9853 	10041 	10439 	10568 	9613 	8117 	6861 	6356 	6304 	6195 	6570 	6779 	7337 	7496 	7330 	8191 	8972 	9827 	11095 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,ES	: 	10222 	10807 	11167 	11909 	13908 b	14526 	14116 	13413 	13068 	12551 	11855 	11716 	11940 	12503 	12826 	13309 	14250 	13674 	15027 	16083 	17201 	18285 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EU	: 	: 	: 	: 	: 	14392 e	14624 e	14629 e	14306 e	14434 e	14162 e	14902 e	14576 e	15031 e	14953 e	15714 e	16108 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EU27_2007	: 	: 	12664 e	12893 e	13458 	14392 	14624 	14685 	14361 	14488 	14219 	14957 	14631 	15084 	15010 	15768 	16160 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	14524 e	14193 e	14197 e	13983 e	13671 e	13528 e	13849 e	14721 e	15233 e	15646 	16460 	16460 	17487 	18675 	19673 	20566 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	14629 	14306 	14434 	14162 	14902 	14576 	15031 	14953 	15714 	16108 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,FI	: 	17764 	18164 	18568 	19485 	20802 	21228 	21397 	21842 	22800 	23487 	23574 	23187 	23792 	25100 	25317 	25203 	25522 	26319 	26839 	30139 	29627 	29173 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,FR	: 	15474 	16099 	16403 	16656 	19725 	20081 	20581 	20584 b	21625 	21868 	22133 	22152 	21864 	22919 	22190 	22334 	20095 b	20733 	20835 b	21946 	22198 	23232 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	4794 	4528 	4246 	4089 	4260 	4429 	4637 	5041 	5298 	5819 	6459 	6742 	7171 	7963 b	9729 b	11864 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,HU	: 	: 	3060 	3141 	3390 	3720 	3938 	3567 	3581 	3559 	3312 	3427 	3451 	3936 	4157 	4356 	4663 b	4785 	5336 	5782 	6009 	6883 	6774 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,IE	16542 	18378 	18996 	21465 	21709 	22391 	21619 	20425 	18609 	18398 	18118 	18749 	20185 	20217 	21431 	22855 	23814 b	25281 b	26324 	27746 	28600 	29347 	32309 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,IS	: 	23741 	25862 	30482 	30933 	35346 	23607 	19815 	19547 	20540 	22457 	23867 	26074 	29710 	34926 	39997 	37186 	35788 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,IT	: 	14381 	14939 	14809 	15407 	15783 	15829 	16082 	15712 	15682 	15473 	14814 	14801 	14728 	15096 	15570 	16073 	16469 	16177 	17806 	18935 	19463 	20249 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,LT	: 	: 	1900 	2210 	3080 	3759 	4172 	3257 	3162 	3574 	4068 	4133 	4274 	4763 	5216 	6007 	6398 	8023 	9292 	9439 	9578 	10673 p	11508 p
A,MEAN_EI,EUR,ED0-2,M,Y18-64,LU	24383 	25182 	25526 	26819 	27525 	28486 	28677 	29612 	29275 	28611 	29665 	29557 	30190 	29071 b	32202 	31623 	31819 	32155 b	35877 b	37264 b	38067 	41218 	40419 b
A,MEAN_EI,EUR,ED0-2,M,Y18-64,LV	: 	: 	2043 	2243 	3417 	4810 	5224 	3953 	3758 	4041 	4279 	4567 	5243 	5538 	5801 	6133 	7118 	8166 	8006 	9098 	10327 	11066 	12981 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2210 	2234 	2367 	2517 	2557 	2534 	2799 	2914 	2976 	3499 	4371 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	1464 	1629 	1774 	1856 	1876 	1956 	2044 	2112 	2333 	2440 b	2774 	3118 	3685 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,MT	: 	: 	9440 	9786 	9907 	10803 	11224 	11034 	11311 	11785 	12071 	12671 	13295 	13451 	14238 	14584 	15234 	15793 	16537 	17759 	18412 	20601 	21562 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,NL	: 	: 	17198 	17779 	19850 	19710 	20256 	20202 	20238 	20427 	20750 	20773 	20697 	22371 b	22851 	23949 	24511 	25406 	26333 	27982 	28295 	32333 	33762 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,NO	28845 	26456 	25676 	29042 	28365 	31499 	32957 	30604 	34007 	36551 	41012 	41064 	40414 	37538 	35990 	35759 	36094 	38354 	35244 b	38626 	41745 b	39074 	42106 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,PL	: 	: 	2077 	2567 	2948 	3507 	4328 	3574 	4149 	4284 	4124 	4155 	4345 	4647 	4897 	5416 	5860 	6703 	6727 	7777 	8301 	10036 	11840 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,PT	: 	7579 	7889 	7964 	8433 	9043 	8901 	9362 	9045 	8794 	8386 	8176 	8154 	8582 	8774 	8983 	9634 	10242 	10123 	10154 	11285 	12157 	13593 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,RO	: 	: 	: 	: 	1288 	1545 	1649 	1540 	1474 	1450 	1426 	1444 	2003 	2052 	1876 	2260 	2405 	2709 	2932 	3478 	4092 	5722 	5626 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1837 	1793 	1660 	1804 	1800 	1899 	2343 	2910 	2987 	3521 	3935 	4535 	5911 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,SE	: 	17401 	18354 	18923 	20074 	20997 b	20958 	19482 	22220 	24147 	25143 	24280 	23879 	23451 	23365 	23398 	20953 	22154 	22206 	24612 	24733 	24564 	25904 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,SI	: 	: 	7770 	8385 	8865 	9653 	10736 	10286 	10520 	10534 	10332 	10342 	10663 	10577 	11482 	11688 	12456 	12938 	13485 	14749 	15742 	17490 	18581 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,SK	: 	: 	2556 	3110 	3415 	4186 	5000 	5391 	5644 	6114 	5746 	5542 	5558 	5437 	5312 	5560 	5841 	6037 	6159 	6240 	6636 	7312 	9182 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,TR	: 	: 	: 	2839 	3131 	3396 	3516 	3144 	3910 	3726 	3953 	3805 	3766 	4126 	4385 	3984 	3333 	3464 	2952 	3219 	3437 	4586 	6660 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,UK	: 	: 	17357 	18664 	19484 	17327 	15912 	16278 	15895 	18186 b	16803 	21450 	20386 	21900 	20042 b	20450 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1815 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1703 	1921 	2148 	2416 	2413 	2878 	3583 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,AT	14978 	16506 	17301 	16352 	16749 	17995 b	18379 	19451 	19123 	20349 	20401 	21187 	21629 	20840 	22114 	22701 	22684 	23513 	23919 	24072 	26671 	28465 	31722 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,BE	14345 	13995 	15216 	15363 	15667 	16286 	17489 	17697 	17149 	17362 	18485 	18378 	18434 	18886 	19186 	19890 	20772 b	21341 	21443 	22089 	23962 	26210 	27253 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,BG	: 	: 	: 	1214 	1253 	1969 	2318 	2454 	2239 	2257 	2221 	2555 	2523 	2421 b	2649 	2664 	3063 	3314 	4150 	3860 	4604 	5510 	6433 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,CH	: 	: 	: 	: 	26503 	26002 	26275 	27938 	29628 	33379 	34567 	32419 b	34173 	36765 	37997 	38074 	33243 	35978 	37726 	36250 	43647 	45212 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,CY	: 	: 	11440 	12814 	13818 	14334 b	15566 	14821 	15457 	15208 	14506 	12859 	11983 	12219 	12377 	13001 	13907 	14523 	14946 	15068 	15926 	16524 	17347 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,CZ	: 	: 	3824 	4312 	4861 	5498 	6457 	6053 	6360 	7139 	6796 	6727 	6262 	6850 	7167 	7924 	9064 	9715 	9801 	11131 	12195 	13915 	13639 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,DE	: 	: 	16865 	15873 	16726 	17057 	16734 	16908 	17261 	17100 	17664 	16495 	17272 	17975 	18136 	19173 	19830 	23178 b	22164 	22206 	23431 	24512 	24883 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,DK	21098 	20547 	21705 	21850 	22680 	23375 	22939 	24597 	25492 b	25233 	25762 	27045 	27077 	28165 	27577 	30492 	32036 	30121 	30028 	33941 	39436 	33845 	37218 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EA	: 	: 	: 	: 	: 	15791 e	16052 e	16150 e	15753 e	15864 e	15817 e	15343 e	15399 e	15748 e	16281 e	16642 e	17022 	17724 b	17627 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EA18	: 	: 	13722 	13769 	14351 	15666 	15975 	16068 	15693 	15808 	15765 	15343 	15445 	15789 	16318 	16680 	17056 	17756 b	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EA19	: 	: 	13654 	13703 	14289 	15606 	15898 	15989 	15616 	15734 	15700 	15295 	15399 	15748 	16281 	16642 	17022 	17724 b	17627 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15257 	15309 	15661 	16197 	16562 	16941 	17655 	17588 	18398 	19510 	20587 	21608 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21420 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EE	: 	2414 	2712 	3406 	4136 	5441 	5782 	5567 	5015 	5388 	6369 	6884 b	7043 	7861 	8218 	8930 	9564 	10443 	10974 	12293 	13153 	14346 	15212 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EL	7579 	8164 	8928 	9339 	9657 	9922 	10322 	10634 	9611 	8581 	7436 	6855 	6956 	6917 	7110 	7314 	7672 	8046 	7940 	8679 	9330 	9936 	10716 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,ES	: 	9935 	10519 	10901 	11641 	13833 b	14512 	14214 	13576 	13458 	13120 	12575 	12453 	12669 	13128 	13398 	13880 	14824 	14435 	15507 	16676 	17891 	19072 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EU	: 	: 	: 	: 	: 	14224 e	14482 e	14549 e	14207 e	14606 e	14451 e	15084 e	14861 e	15233 e	15246 e	15890 e	16255 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EU27_2007	: 	: 	12406 e	12653 e	13170 	14224 	14482 	14606 	14264 	14663 	14510 	15143 	14921 	15292 	15309 	15949 	16312 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	14453 e	14100 e	14335 e	14253 e	14036 e	13914 e	14244 e	15036 e	15458 e	15850 	16558 	16550 	17437 	18628 	19635 	20684 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	14549 	14207 	14606 	14451 	15084 	14861 	15233 	15246 	15890 	16255 e	: 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,FI	: 	16582 	17027 	17386 	17990 	19103 	19960 	20148 	20498 	21366 	21896 	22198 	22077 	22478 	23208 	23526 	23499 	23978 	24145 	24804 	26742 	27844 	28181 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,FR	: 	15287 	15943 	16117 	16962 	19970 	20428 	20678 	20739 b	21856 	22201 	22039 	22452 	22163 	22936 	22444 	22332 	20506 b	20886 	21203 b	21973 	22840 	24170 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	4728 	4470 	4249 	4112 	4276 	4380 	4535 	4888 	5082 	5602 	6131 	6292 	6681 	7462 b	8991 b	10765 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,HU	: 	: 	3214 	3259 	3494 	3866 	4101 	3680 	3757 	3736 	3557 	3646 	3649 	4035 	4197 	4420 	4814 b	4947 	5285 	5740 	6075 	6898 	6964 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,IE	15820 	17347 	17962 	20397 	20762 	21638 	21206 	20040 	18840 	18572 	18540 	18779 	20290 	20244 	21175 	22497 	23703 b	24740 b	25921 	26688 	27934 	28826 	31457 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,IS	: 	22895 	25115 	29739 	29883 	34358 	23682 	19989 	19571 	20253 	22252 	23461 	26070 	29431 	34122 	39361 	36786 	35172 	: 	: 	: 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,IT	: 	14141 	14563 	14610 	15131 	15550 	15730 	16054 	15859 	15863 	15691 	15455 	15378 	15514 	15715 	16168 	16668 	17100 	16820 	18018 	19163 	19878 	20630 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,LT	: 	: 	1934 	2214 	2948 	3642 	4218 	3589 	3462 	3727 	4200 	4149 	4359 	4834 	5036 	5891 	6623 	7617 	8822 	9008 	9322 	10256 p	11274 p
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,LU	24368 	25318 	25860 	27054 	27805 	28678 	29250 	30159 	29766 	29488 	30316 	30522 	31364 	30298 b	33529 	33603 	33970 	33949 b	37441 b	38362 b	40423 	43771 	44551 b
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,LV	: 	: 	1992 	2192 	3292 	4509 	4916 	3947 	3871 	4108 	4318 	4544 	5094 	5272 	5443 	5845 	6666 	7607 	7540 	8620 	9795 	10524 	12128 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2408 	2429 	2570 	2623 	2746 	2804 	2925 	3122 	3153 	3599 	4501 	: 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	1540 	1704 	1855 	1959 	1981 	2055 	2160 	2231 	2467 	2565 b	2898 	3236 	3819 	: 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,MT	: 	: 	9154 	9493 	9556 	10382 	10938 	10838 	11004 	11531 	11793 	12298 	12839 	12889 	13602 	13946 	14487 	15169 	15737 	16842 	17471 	19462 	20975 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,NL	: 	: 	17344 	17076 	18765 	18844 	19619 	19642 	19475 	19769 	19978 	19980 	19950 	21271 b	21741 	22543 	23052 	23849 	24539 	26264 	26517 	29958 	31643 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,NO	25989 	24114 	23654 	27210 	27423 	30059 	31780 	29727 	33265 	36184 	40067 	40424 	39789 	36700 	35755 	35684 	35806 	38063 	34879 b	38861 	41016 b	38701 	41112 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,PL	: 	: 	2276 	2767 	3128 	3645 	4438 	3735 	4321 	4446 	4409 	4434 	4583 	4846 	4935 	5461 	5836 	6613 	6769 	7695 	8505 	10130 	12105 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,PT	: 	7596 	7915 	8021 	8494 	9160 	9037 	9395 	9158 	9143 	8663 	8403 	8372 	8823 	9069 	9279 	9936 	10582 	10584 	10754 	11646 	12198 	13972 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,RO	: 	: 	: 	: 	1293 	1575 	1755 	1665 	1719 	1648 	1597 	1673 	2077 	2150 	2066 	2425 	2686 	2949 	3159 	3923 	4634 	6015 	5989 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1989 	1933 	1918 	1974 	2034 	2128 	2564 	2973 	3059 	3548 	3989 	4700 	5958 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,SE	: 	16561 	17486 	18319 	19109 	19347 b	19471 	18255 	20812 	22849 	23715 	24486 	23379 	22893 	24165 	23327 	21107 	22613 	22480 	24170 	25223 	24492 	25769 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,SI	: 	: 	7664 	8208 	8713 	9482 	10561 	10131 	10324 	10362 	10102 	10188 	10488 	10407 	11126 	11323 	11934 	12422 	12913 	14039 	15073 	16492 	17241 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,SK	: 	: 	2534 	3032 	3449 	4150 	4970 	5388 	5672 	6103 	5871 	5782 	5728 	5603 	5570 	5821 	6094 	6399 	6439 	6721 	7083 	7616 	9535 
A,MEAN_EI,EUR,ED0-2,M,Y_GE18,TR	: 	: 	: 	2899 	3212 	3474 	3609 	3221 	4014 	3793 	4033 	3845 	3793 	4161 	4427 	4028 	3381 	3507 	3086 	3372 	3414 	4489 	6523 
